ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
848,الحمدلله حمداً كثيرا ومجهود #وزارة_الصحة مؤخراً واضح بزيادة سرعة التطعيم ضد #كورونا ومما نتج عنه نزول عدد الحالات. نرجو نشر الاحصائيات إسبوعيا. وهدفنا يكون تطعيم كل السكان لمحاربة أي موجه مستقبلية وخصوصاً مع دخول موسم الفيروسات الموسمية والمدارس حضورياً MENTION MENTION URL,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-08-24 18:30:46+00:00,24/08/2021
849,"""المملكة جادة جدا في دعم ملف تمكين المرأة"".. وكيلة وزارة الموارد البشرية والتنمية الاجتماعية #السعودية لتمكين المرأة هند الزاهد تقول إن تعيين المرأة في بلادها بمنصب قاضية بات قريبا ",Women empowerment,Favor,0.8367,,F_Implicit,,No,1,Neutral,0.5231,2021-01-16 07:35:18+00:00,16/01/2021
851, فعلاً في هالفتره البسيطه لحظنا تحول رقمي جبار على مستوى جميع القطاعات ادى لتسهيل الاعمال باذن الله خلال الفتره القادمه بعد زوال الغمة نستمر في رفع مستوى التحول الرقمي بجهود الجميع🙏🏻,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-04-08 18:06:59+00:00,08/04/2020
852,MENTION ياخذون تطعيم من عمرهم يوم والحين رافضين تطعيم ضد كورونا واحد يقول القاح حرام 😱 واحد يقول القاح بيحولنا زومبي واحد يقول القاح سم قاتل 😱  زين مانشوف احد تحول زومبي ليشش😂 والمصيبه مافيهم طبيب كل المعارضين يعارضون بشي ليس في اختصاصه او مجال عمله او معرفة القاح فقط معارض ليش مايدري,Covid Vaccine,Favor,1,,F_Implicit,,Yes,0.8274,Neutral,0.7993,2021-09-28 21:40:25+00:00,28/09/2021
853,"""الملف الصحي الرقمي"" ينطلق في #تجمع_الشرقية_الأول   نظام رقمي متكامل.. لأجل المريض ✨ #التحول_الصحي  #رؤية_المملكة_2030 URL",Digital Transformation,Favor,1,,F_Explicit,,No,0.8243,Negative,0.8093,2021-02-01 16:17:44+00:00,01/02/2021
855,لأول مرة في مصر وتماشيا مع التحول الرقمي هيونداي تطلق خدمة شراء وحجز السيارات عبر موقعها الإلكتروني URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2020-05-11 01:30:02+00:00,11/05/2020
856,التحول التقني والذكاء الاصطناعي راح يقضي على الوظائف التقليدية الي وظيفتها بس دخل بيانات واطبع. مجرد تخيلك ماذا سيحصل في ٣٠-٥٠عام القادمه راح يكون شي مرعب.  #STC_تغلق_فروعها,Digital Transformation,Against,1,A_Explicit,,,Yes,0.7369,Negative,1,2018-12-19 13:07:19+00:00,19/12/2018
857,"كما ورد:  قريباً المرأة السعودية قاضية #تمكين_المرأة  الله يبارك في كل فتاة سعودية ويبارك في علمها. والحمدلله على ثقة ولاة أمرنا ، أدامهم الله ورعاهم 🙏🏻🇸🇦",Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-01-15 16:52:11+00:00,15/01/2021
858,سوف تنطلق اليوم الكثير من الفاعليات حول تمكين المرأة السعودية في جميع المجالات .  تحية وشكر لحكومتنا الرشيدة..🌹   #يوم_المراه_العالمي,Women empowerment,Favor,1,,F_Explicit,,No,1,Positive,1,2021-03-08 06:12:55+00:00,08/03/2021
859, مااعرف ليش بعض الذكور ترعبهم فكرة تمكين المرأة مع ان النساء في زمن الرسول عليه الصلاة والسلام ماخذين حقوقهم كامله,Women empowerment,Favor,1,,F_Explicit,,No,0.899,Positive,0.4302,2021-04-09 18:16:27+00:00,09/04/2021
861,ڨاتيكا فويسز تستمر في دعم تمكين المرأة من خلال #GiftAPush وتطلق عددًا من الفيديوهات لنشر أفكار الإيمان والحب والأمل في رمضان URL,Women empowerment,Favor,1,,F_Explicit,,No,1,Neutral,1,2022-04-19 10:42:04+00:00,19/04/2022
863, 👤 أعجز عن الشكر والتقدير 👍معلومات نحتاجها في زمن التحول التقني في الحياة العملية وإدمان الإنترنت خارج المكتب.  بارك الله فيك وفي علمك وعملك وأهل بيتك وصحابتك و وقتك. 💐,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2019-03-20 17:14:33+00:00,20/03/2019
865, السعودية تختلف عن جميع الدول بحيث لا مشكلة عندها في استمرار التعليم عن بعد حيث انها في مقدمة الدول عالميا تطورا في مجال التعليم الالكتروني واكبر دليل منصة مدرستي حيث تعتبر اللبنة الاساسية لتعزيز التحول الرقمي والله يعز بلادنا.,Digital Transformation,Favor,1,,F_Explicit,,No,1,Neutral,0.6211,2021-01-13 19:45:25+00:00,13/01/2021
866,أعلنت بلدية مدينة الشارقة عن إطلاق خدمة إصدار وتجديد الاشتراكات السنوية للمواقف العامة بصورة رقمية عبر موقعها الإلكتروني  الذي يهدف إلى تسهيل الخدمات على المتعاملين   #الإمارات #الشارقة #بلدية_الشارقة #المواقف_العامة #التحول_الرقمي #رادار_نيوز #مرآة_الخبر URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-14 10:54:35+00:00,14/02/2021
867, جميعاً يا رب و نرتاح. أو حوار التحول الالكتروني دا يخلص بسرعة,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-11-23 13:19:56+00:00,23/11/2021
868,    نشكر القيادات التربوية  في الإبحار بنا نحو التعلم الرقمي والتعليم الالكتروني. نفع الله بكم وبوركت مساعيكم في نشر العلم النافع. #التحول_الرقمي  #التدريب_عن_بعد  #تعليم #المعلم_الرقمي  #المعلم_التقني    #حول_عالتقنية URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7258,2020-05-13 20:08:43+00:00,13/05/2020
870,#وطن_طموح_وطن_رقمي نشر الثقافة الرقمية في مرحلة #التحول_الرقمي تجعل التغيير أقل مقاومة من اَي وقت اخر URL,Digital Transformation,Against,0.7649,A_Explicit,,,No,1,Negative,0.616,2018-07-18 15:34:28+00:00,18/07/2018
871,#بوابةالتحول_الرقمي  حميدالبخيت متوسطة المقدسي حي عكاظ _ الرياض التحول الرقمي هو المستقبل التقني للتعليم,Digital Transformation,Favor,0.7545,,F_Explicit,,No,1,Negative,0.7542,2019-02-17 13:51:54+00:00,17/02/2019
872,MENTION MENTION اللقاح ما يمنع الإصابة هو يخفف الأعراض فقط  اللي ماتوا من كورونا بدون تطعيم أكثر بكثير من اللي ماتوا بعده,Covid Vaccine,Favor,0.7447,,F_Implicit,,No,1,Positive,0.67,2021-07-30 15:30:40+00:00,30/07/2021
873, كورونا حتى انتهت وانتي مازال تفكري في تطعيم ولقاح !,Covid Vaccine,Against,0.5999,A_Explicit,,,No,0.8355,Neutral,0.5139,2022-03-28 22:00:52+00:00,28/03/2022
874, بركات تمكين المرأة,Women empowerment,Against,0.4121,A_Explicit,,,No,0.5944,Neutral,0.4327,2022-05-13 10:16:13+00:00,13/05/2022
875,القمسيون الطبي يعلن استمرار استخراج شهادة تطعيم كورونا وكرت الحمى الصفراء للمسافرين أثناء عطلة عيد الفطر URL,Covid Vaccine,Favor,0.6148,,F_Explicit,,No,1,Neutral,1,2022-05-01 17:25:15+00:00,01/05/2022
876,جانب من معكسر الحياة لتطوير المشاريع الصغيرة بالشراكة مع شركة تمر   والذي يقدم اليوم التسويق للمشاريع الصغيرة مع أ. اشجان السليماني  ذلك للمساهمة في تمكين المرأة من خلال البدء في تحسين و تطوير مشاريعهن. URL,Women empowerment,Favor,1,,F_Explicit,,No,1,Neutral,0.5746,2022-05-15 12:24:28+00:00,15/05/2022
877,#يحدث_الان معسكر الحياة لتطوير المشاريع الصغيرة بالشراكة مع شركة تمر   والذي يقدم اليوم مهارات خدمة العملاء مع أ. إيهاب شطا  ذلك للمساهمة في تمكين المرأة من خلال البدء في تحسين و تطوير مشاريعهن. URL,Women empowerment,None,0.7072,,,Not clear,No,1,Positive,0.6156,2022-05-16 09:39:55+00:00,16/05/2022
878,والله التخبط الالكتروني في عصر التحول الرقمي URL,Digital Transformation,Against,1,A_Explicit,,,No,1,Negative,1,2020-03-08 11:17:51+00:00,08/03/2020
879," ملف تمكين المرأة اوك ماشي صح وقواكم الله بس انتم فتحتوا ملف تكبيل وتقييد ونحر الشباب السعودي بدون شعور ،، الموازنه مطلوبه ،، الشباب اصبح مع انظمتك معطل تعطيل كامل،، نتمنى من سمو ولي العهد الالتفات للشباب السعودي وفتح مجالات العمل لهم",Women empowerment,Against,0.7647,A_Explicit,,,No,0.8973,Negative,0.5507,2021-01-15 23:43:13+00:00,15/01/2021
880,إقبال كبير من المواطنين على مركز تطعيم لقاح كورونا بالشرقية ,Covid Vaccine,Favor,0.7489,,F_Implicit,,No,1,Neutral,0.6516,2021-10-01 11:48:16+00:00,01/10/2021
881,فريدة الشوباشي : تمكين المرأة بالمناصب القضائية حقق أملنا بالمساواة  ,Women empowerment,Favor,0.873,,F_Explicit,,No,1,Positive,1,2021-10-03 08:53:40+00:00,03/10/2021
882,افتتاح 44 موقعًا تخزينيًا لـ صوامع القمح بالمنيا ونشر فرق تطعيم كورونا بالبحيرة.. أبرز أخبار المحافظات URL,Covid Vaccine,None,0.7461,,,Not clear,No,1,Neutral,1,2022-04-06 10:21:51+00:00,06/04/2022
883,مايا مرسي تبحث مع روبرتو سواريز تمكين المرأة في مجال العمل URL,Women empowerment,Favor,0.7571,,F_Explicit,,No,1,Neutral,1,2022-04-12 14:24:32+00:00,12/04/2022
885,مايا مرسي تستعرض جهود مصر في تمكين المرأة مع مسئولة أممية URL,Women empowerment,None,0.611,,,Not clear,No,1,Neutral,1,2022-04-16 10:45:32+00:00,16/04/2022
887,#حول_عالتقنية  هذا الهاشتاق يوضح حجم التحول التقني الذي نعيشه بفضل الله في #السعودية  اغلب الخدمات الحكومية رقمية  إضافة بالتأكيد لجميع التطبيقات المتعلقة بأسلوب الحياة من مطاعم وتوصيل وخدمات شخصية وتخصصية وعمليات دفع ومعاملات,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.7606,2020-03-12 19:01:50+00:00,12/03/2020
888, فما يحصل بمسمى تمكين المرأة ليس من الدين في شيئ والله المستعان,Women empowerment,Against,1,A_Explicit,,,No,0.756,Negative,1,2022-05-12 14:23:42+00:00,12/05/2022
889,270 مليون نسمة حول العالم على شفا مجاعة من قلة الطعام  الناس مو لاقين ياكلون و نحن نريد أن ندفع المليارات لنشتري #تطعيم أو #لقاح لمرض نسبة الشفاء منه تصل إلى 90%  تذكرت قول علي بن أبي طالب : سوء التدبير مفتاح الفقر و يقول أيضا :  لا غنى مع سوء تدبير  #اليوم_العالمي_لحقوق_الانسان ,Covid Vaccine,Against,0.7447,,,,No,1,Negative,0.6317,2020-12-10 17:12:34+00:00,10/12/2020
890,في العالم تم تطعيم اكثر من ١٥٠مليون انسان ب لقاح كورونا اغلبهم من كبار السن والامراض المزمنة   يتم تلقيح اكثر من ٥ملايين يوميا اغلبهم في UK و USA  وما زال الناس عندنا يتحدثون عن مؤامرة اقتصادية او قتل  اما اقتصادية فالحكومة تدفع واما القتل فلو صح لما تحمله المرضى  #طعم_وخلصنا,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Neutral,1,2021-02-11 03:09:15+00:00,11/02/2021
